clade_name	clade_taxid	ERR1190976.metaphlan4.abundance.profile	ERR1190975.metaphlan4.abundance.profile	ERR1190974.metaphlan4.abundance.profile	ERR1190973.metaphlan4.abundance.profile	ERR1190972.metaphlan4.abundance.profile	ERR1190971.metaphlan4.abundance.profile	ERR1190970.metaphlan4.abundance.profile	ERR1190969.metaphlan4.abundance.profile	ERR1190968.metaphlan4.abundance.profile	ERR1190967.metaphlan4.abundance.profile	ERR1190966.metaphlan4.abundance.profile	ERR1190965.metaphlan4.abundance.profile	ERR1190964.metaphlan4.abundance.profile	ERR1190963.metaphlan4.abundance.profile	ERR1190962.metaphlan4.abundance.profile	ERR1190961.metaphlan4.abundance.profile	ERR1190960.metaphlan4.abundance.profile	ERR1190959.metaphlan4.abundance.profile	ERR1190958.metaphlan4.abundance.profile	ERR1190957.metaphlan4.abundance.profile	ERR1190956.metaphlan4.abundance.profile	ERR1190955.metaphlan4.abundance.profile	ERR1190954.metaphlan4.abundance.profile	ERR1190953.metaphlan4.abundance.profile	ERR1190952.metaphlan4.abundance.profile	ERR1190951.metaphlan4.abundance.profile	ERR1190950.metaphlan4.abundance.profile	ERR1190949.metaphlan4.abundance.profile	ERR1190948.metaphlan4.abundance.profile	ERR1190947.metaphlan4.abundance.profile	ERR1190946.metaphlan4.abundance.profile	ERR1190945.metaphlan4.abundance.profile	ERR1190944.metaphlan4.abundance.profile	ERR1190943.metaphlan4.abundance.profile	ERR1190942.metaphlan4.abundance.profile	ERR1190941.metaphlan4.abundance.profile	ERR1190940.metaphlan4.abundance.profile	ERR1190939.metaphlan4.abundance.profile	ERR1190938.metaphlan4.abundance.profile	ERR1190937.metaphlan4.abundance.profile	ERR1190936.metaphlan4.abundance.profile	ERR1190935.metaphlan4.abundance.profile	ERR1190934.metaphlan4.abundance.profile	ERR1190933.metaphlan4.abundance.profile	ERR1190932.metaphlan4.abundance.profile	ERR1190931.metaphlan4.abundance.profile	ERR1190930.metaphlan4.abundance.profile	ERR1190929.metaphlan4.abundance.profile	ERR1190928.metaphlan4.abundance.profile	ERR1190927.metaphlan4.abundance.profile	ERR1190926.metaphlan4.abundance.profile	ERR1190925.metaphlan4.abundance.profile	ERR1190924.metaphlan4.abundance.profile	ERR1190923.metaphlan4.abundance.profile	ERR1190922.metaphlan4.abundance.profile	ERR1190921.metaphlan4.abundance.profile	ERR1190920.metaphlan4.abundance.profile	ERR1190919.metaphlan4.abundance.profile	ERR1190918.metaphlan4.abundance.profile	ERR1190917.metaphlan4.abundance.profile	ERR1190916.metaphlan4.abundance.profile	ERR1190915.metaphlan4.abundance.profile	ERR1190914.metaphlan4.abundance.profile	ERR1190913.metaphlan4.abundance.profile	ERR1190912.metaphlan4.abundance.profile	ERR1190911.metaphlan4.abundance.profile	ERR1190910.metaphlan4.abundance.profile	ERR1190909.metaphlan4.abundance.profile	ERR1190908.metaphlan4.abundance.profile	ERR1190907.metaphlan4.abundance.profile	ERR1190906.metaphlan4.abundance.profile	ERR1190905.metaphlan4.abundance.profile	ERR1190904.metaphlan4.abundance.profile	ERR1190903.metaphlan4.abundance.profile	ERR1190902.metaphlan4.abundance.profile	ERR1190901.metaphlan4.abundance.profile	ERR1190900.metaphlan4.abundance.profile	ERR1190899.metaphlan4.abundance.profile	ERR1190898.metaphlan4.abundance.profile	ERR1190897.metaphlan4.abundance.profile	ERR1190896.metaphlan4.abundance.profile	ERR1190895.metaphlan4.abundance.profile	ERR1190894.metaphlan4.abundance.profile	ERR1190893.metaphlan4.abundance.profile	ERR1190892.metaphlan4.abundance.profile	ERR1190891.metaphlan4.abundance.profile	ERR1190890.metaphlan4.abundance.profile	ERR1190889.metaphlan4.abundance.profile	ERR1190888.metaphlan4.abundance.profile	ERR1190887.metaphlan4.abundance.profile	ERR1190886.metaphlan4.abundance.profile	ERR1190885.metaphlan4.abundance.profile	ERR1190884.metaphlan4.abundance.profile	ERR1190883.metaphlan4.abundance.profile	ERR1190882.metaphlan4.abundance.profile	ERR1190881.metaphlan4.abundance.profile	ERR1190880.metaphlan4.abundance.profile	ERR1190879.metaphlan4.abundance.profile	ERR1190878.metaphlan4.abundance.profile	ERR1190877.metaphlan4.abundance.profile	ERR1190876.metaphlan4.abundance.profile	ERR1190875.metaphlan4.abundance.profile	ERR1190874.metaphlan4.abundance.profile	ERR1190873.metaphlan4.abundance.profile	ERR1190872.metaphlan4.abundance.profile	ERR1190871.metaphlan4.abundance.profile	ERR1190870.metaphlan4.abundance.profile	ERR1190869.metaphlan4.abundance.profile	ERR1190868.metaphlan4.abundance.profile	ERR1190867.metaphlan4.abundance.profile	ERR1190866.metaphlan4.abundance.profile	ERR1190865.metaphlan4.abundance.profile	ERR1190864.metaphlan4.abundance.profile	ERR1190863.metaphlan4.abundance.profile	ERR1190862.metaphlan4.abundance.profile	ERR1190861.metaphlan4.abundance.profile	ERR1190860.metaphlan4.abundance.profile	ERR1190859.metaphlan4.abundance.profile	ERR1190858.metaphlan4.abundance.profile	ERR1190857.metaphlan4.abundance.profile	ERR1190856.metaphlan4.abundance.profile	ERR1190855.metaphlan4.abundance.profile	ERR1190854.metaphlan4.abundance.profile	ERR1190853.metaphlan4.abundance.profile	ERR1190852.metaphlan4.abundance.profile	ERR1190851.metaphlan4.abundance.profile	ERR1190850.metaphlan4.abundance.profile	ERR1190849.metaphlan4.abundance.profile	ERR1190848.metaphlan4.abundance.profile	ERR1190847.metaphlan4.abundance.profile	ERR1190846.metaphlan4.abundance.profile	ERR1190845.metaphlan4.abundance.profile	ERR1190844.metaphlan4.abundance.profile	ERR1190843.metaphlan4.abundance.profile	ERR1190842.metaphlan4.abundance.profile	ERR1190841.metaphlan4.abundance.profile	ERR1190840.metaphlan4.abundance.profile	ERR1190839.metaphlan4.abundance.profile	ERR1190838.metaphlan4.abundance.profile	ERR1190837.metaphlan4.abundance.profile	ERR1190836.metaphlan4.abundance.profile	ERR1190835.metaphlan4.abundance.profile	ERR1190834.metaphlan4.abundance.profile	ERR1190833.metaphlan4.abundance.profile	ERR1190832.metaphlan4.abundance.profile	ERR1190831.metaphlan4.abundance.profile	ERR1190830.metaphlan4.abundance.profile	ERR1190829.metaphlan4.abundance.profile	ERR1190828.metaphlan4.abundance.profile	ERR1190827.metaphlan4.abundance.profile	ERR1190826.metaphlan4.abundance.profile	ERR1190825.metaphlan4.abundance.profile	ERR1190824.metaphlan4.abundance.profile	ERR1190823.metaphlan4.abundance.profile	ERR1190822.metaphlan4.abundance.profile	ERR1190821.metaphlan4.abundance.profile	ERR1190820.metaphlan4.abundance.profile	ERR1190819.metaphlan4.abundance.profile	ERR1190818.metaphlan4.abundance.profile	ERR1190817.metaphlan4.abundance.profile	ERR1190816.metaphlan4.abundance.profile	ERR1190815.metaphlan4.abundance.profile	ERR1190814.metaphlan4.abundance.profile	ERR1190813.metaphlan4.abundance.profile	ERR1190812.metaphlan4.abundance.profile	ERR1190811.metaphlan4.abundance.profile	ERR1190810.metaphlan4.abundance.profile	ERR1190809.metaphlan4.abundance.profile	ERR1190808.metaphlan4.abundance.profile	ERR1190807.metaphlan4.abundance.profile	ERR1190806.metaphlan4.abundance.profile	ERR1190805.metaphlan4.abundance.profile	ERR1190804.metaphlan4.abundance.profile	ERR1190803.metaphlan4.abundance.profile	ERR1190802.metaphlan4.abundance.profile	ERR1190801.metaphlan4.abundance.profile	ERR1190800.metaphlan4.abundance.profile	ERR1190799.metaphlan4.abundance.profile	ERR1190798.metaphlan4.abundance.profile	ERR1190797.metaphlan4.abundance.profile	ERR1190796.metaphlan4.abundance.profile	ERR1190795.metaphlan4.abundance.profile	ERR1190794.metaphlan4.abundance.profile	ERR1190793.metaphlan4.abundance.profile	ERR1190792.metaphlan4.abundance.profile	ERR1190791.metaphlan4.abundance.profile	ERR1190790.metaphlan4.abundance.profile	ERR1190789.metaphlan4.abundance.profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_timonensis	2|1239|186801|186802|216572|2895461|1987501	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	3e-05	0.00411	0	0	0.00047	0.00025	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0.0002	0.00018	0	0	0.00146	0.00048	0	0	0	0	0	0.00095	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-05	0	0	0	0	0	0	0.00066	0	0	0	0.00342	4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0.00023	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	5e-05	0.00058	0	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	6e-05	0.00305	0	0	0	0	0	0	0	0.00024	0	0	0	0.00113	0	0.00082	0	0	0	0	0.00071	0.00243	0.00056	0.00029	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_timonensis|t__SGB7253	2|1239|186801|186802|216572|2895461|1987501|	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	3e-05	0.00411	0	0	0.00047	0.00025	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0.0002	0.00018	0	0	0.00146	0.00048	0	0	0	0	0	0.00095	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-05	0	0	0	0	0	0	0.00066	0	0	0	0.00342	4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0.00023	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	5e-05	0.00058	0	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	6e-05	0.00305	0	0	0	0	0	0	0	0.00024	0	0	0	0.00113	0	0.00082	0	0	0	0	0.00071	0.00243	0.00056	0.00029	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus	2|1239|186801|186802|216572|2039302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314	0.0094	0	0	0.03199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02801	0.03055	0	0	0	0.00034	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01093	0.01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0.00243	0.01212	0	0	0	0	0.00789	0.48134	0	0	0.03543	0.00699	0	0	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06471	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus_pectinilyticus	2|1239|186801|186802|216572|2039302|1981510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314	0.0094	0	0	0.03199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02801	0.03055	0	0	0	0.00034	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01093	0.01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0.00243	0.01212	0	0	0	0	0.00789	0.48134	0	0	0.03543	0.00699	0	0	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06471	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus_pectinilyticus|t__SGB4166	2|1239|186801|186802|216572|2039302|1981510|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314	0.0094	0	0	0.03199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02801	0.03055	0	0	0	0.00034	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01093	0.01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0.00243	0.01212	0	0	0	0	0.00789	0.48134	0	0	0.03543	0.00699	0	0	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06471	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter	2|1239|186801|186802|216572|1924105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_timonensis	2|1239|186801|186802|216572|1924105|1776382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_timonensis|t__SGB14851	2|1239|186801|186802|216572|1924105|1776382|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella	2|1239|186801|186802|216572|2126544	0.00414	0.0062	0	0	0	0.00013	0	0	0.00261	0.00396	0	0	0	0	0	0.00123	0	0	0	0	0	0.00292	0.0007	0.00734	0	0	0	0	0	0.00167	0	0	0.00386	0	0	0	0	0	0	0	0	0	0.00153	0.00049	0.00164	0.00064	0	0	0.00126	0	0.00031	0.00082	0	0	0	0.00248	0	0.00039	0	0	0	0	0	0	0.00188	0.00566	0	0	0	0.00618	0	0	0	0	0.00174	0.00314	0	0.0003	0	0.00594	0.00244	0.00111	0	0.02658	0	0.0005	0	0	0	0	0	1e-05	0	0.00095	0	0.01258	0	0	0	0	0	0	0.00518	0.00381	0.00033	0.00054	0	0	0	0	0	0.00023	0.00243	0.0003	0	0	0	0.01139	0	0	0	0	0.00035	0.00366	0	0	0	0	0	0	0	0.00532	0.00684	0.00025	0	0	0.00731	0.00645	0.0018	0.00162	0	0.00129	0	0	0	0.00021	0.00854	0	0	0	0	0	0.00209	0.00356	0.00116	0.00478	0	0	0	0.00021	0	0	0	0	0.00027	0	1e-05	0.00054	0	0	0	0	0	0	0.00067	0.00154	0.00082	0.00179	0	0	0	0	0	0	0	0	0	0.00806
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis	2|1239|186801|186802|216572|2126544|2041842	0.00414	0.0062	0	0	0	0.00013	0	0	0.00261	0.00396	0	0	0	0	0	0.00123	0	0	0	0	0	0.00292	0.0007	0.00734	0	0	0	0	0	0.00167	0	0	0.00386	0	0	0	0	0	0	0	0	0	0.00153	0.00049	0.00164	0.00064	0	0	0.00126	0	0.00031	0.00082	0	0	0	0.00248	0	0.00039	0	0	0	0	0	0	0.00188	0.00566	0	0	0	0.00618	0	0	0	0	0.00174	0.00314	0	0.0003	0	0.00594	0.00244	0.00111	0	0.02658	0	0.0005	0	0	0	0	0	1e-05	0	0.00095	0	0.01258	0	0	0	0	0	0	0.00518	0.00381	0.00033	0.00054	0	0	0	0	0	0.00023	0.00243	0.0003	0	0	0	0.01139	0	0	0	0	0.00035	0.00366	0	0	0	0	0	0	0	0.00532	0.00684	0.00025	0	0	0.00731	0.00645	0.0018	0.00162	0	0.00129	0	0	0	0.00021	0.00854	0	0	0	0	0	0.00209	0.00356	0.00116	0.00478	0	0	0	0.00021	0	0	0	0	0.00027	0	1e-05	0.00054	0	0	0	0	0	0	0.00067	0.00154	0.00082	0.00179	0	0	0	0	0	0	0	0	0	0.00806
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis|t__SGB7264	2|1239|186801|186802|216572|2126544|2041842|	0.00414	0.0062	0	0	0	0.00013	0	0	0.00261	0.00396	0	0	0	0	0	0.00123	0	0	0	0	0	0.00292	0.0007	0.00734	0	0	0	0	0	0.00167	0	0	0.00386	0	0	0	0	0	0	0	0	0	0.00153	0.00049	0.00164	0.00064	0	0	0.00126	0	0.00031	0.00082	0	0	0	0.00248	0	0.00039	0	0	0	0	0	0	0.00188	0.00566	0	0	0	0.00618	0	0	0	0	0.00174	0.00314	0	0.0003	0	0.00594	0.00244	0.00111	0	0.02658	0	0.0005	0	0	0	0	0	1e-05	0	0.00095	0	0.01258	0	0	0	0	0	0	0.00518	0.00381	0.00033	0.00054	0	0	0	0	0	0.00023	0.00243	0.0003	0	0	0	0.01139	0	0	0	0	0.00035	0.00366	0	0	0	0	0	0	0	0.00532	0.00684	0.00025	0	0	0.00731	0.00645	0.0018	0.00162	0	0.00129	0	0	0	0.00021	0.00854	0	0	0	0	0	0.00209	0.00356	0.00116	0.00478	0	0	0	0.00021	0	0	0	0	0.00027	0	1e-05	0.00054	0	0	0	0	0	0	0.00067	0.00154	0.00082	0.00179	0	0	0	0	0	0	0	0	0	0.00806
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter	2|1239|186801|186802|216572|459786	0.00343	0	0.18617	0.97436	0	0.59036	0	0	0	0	0	0	0	0.03187	0.5872	0.39705	0.05093	0.07729	0	0	0.77397	1.76908	0.87739	0.0007	0.73157	1.03219	0	0	0.17893	1.98816	0.58133	0.31632	0.98437	0.01222	0	0	0.62445	1.09623	0	0	0.24529	0.33401	0.43665	1.02478	0	0	0	0	0.07245	0.17766	0.566	0.89104	0	0	0	1.58676	0	0.46116	0	0	0	0	0.0008	1.74491	0.67791	0.33731	0.01228	0.90511	0	0.00493	0	0	0	0	0.58297	0.44673	0.35847	1.00508	0	0.14164	0.00593	0.0003	0	0	0.21805	0.41222	0	0.25472	0	0.00353	0	0.88216	0.07444	0.19319	0	0	0	0	0	0	0.43466	1.20059	0	0	0.14232	0.43216	0	0	0.54474	1.47962	0.16219	0.6438	1.78395	0.44005	0.05726	1.00816	0	0.04878	0	0	9e-05	2.01721	1.56449	1.28018	1.42279	0.03801	0.57186	0.62926	0	1.57792	0.13961	0.12562	0.00856	0.94054	0	0.57024	0.36491	0.15584	0	0.56576	0.04234	1.34592	0.81672	0.9668	0.53088	0.91696	0	0	0	0	0.38625	1.38562	0.51186	1.40715	1.79026	0.0147	0	0	0	0	0	0.00084	0.00623	2.33393	0.14528	1.2802	0.60057	1.11873	0.00125	0	0.00031	0	2.10169	0.88501	0.01925	0	0.88788	1.49796	0.1197	0.25503	0	0	0	0	0.68931	0.03216	0	0.0005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB15077	2|1239|186801|186802|216572|459786|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB15077|t__SGB15077	2|1239|186801|186802|216572|459786||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4	2|1239|186801|186802|216572|459786|1519439	0	0	0.1855	0.97313	0	0.59036	0	0	0	0	0	0	0	0.03187	0.58202	0.39705	0.01847	0.07729	0	0	0.7713	1.76908	0.87739	0.0007	0.73085	1.03219	0	0	0.17893	1.98487	0.57879	0.31373	0.98437	0.01222	0	0	0.62445	1.09623	0	0	0.24529	0.32848	0.43665	1.02478	0	0	0	0	0.07245	0.17766	0.566	0.89104	0	0	0	1.58676	0	0.46116	0	0	0	0	0.0008	1.74491	0.67791	0.33731	0.01228	0.90306	0	0.00493	0	0	0	0	0.58297	0.44673	0.35557	1.0046	0	0.14164	0	0	0	0	0.21805	0.41222	0	0.25404	0	0.00353	0	0.88192	5e-05	0.17231	0	0	0	0	0	0	0.43269	1.19806	0	0	0.14118	0.42179	0	0	0.53935	1.47482	0.16219	0.63042	1.76793	0.43741	0.05726	1.00658	0	0.04878	0	0	0	2.01721	1.56449	1.28018	1.42279	0	0.56843	0.62239	0	1.54156	0.13961	0.12562	0	0.93393	0	0.57024	0.36491	0.15584	0	0.56576	0.04234	1.34589	0.81663	0.96647	0.53088	0.91696	0	0	0	0	0.38625	1.38562	0.51186	1.40715	1.79026	0.0147	0	0	0	0	0	0.00084	0.00623	2.30677	0.14525	1.27313	0.60057	1.11873	0.00125	0	0.00031	0	2.09979	0.88135	0.01925	0	0.88706	1.49471	0.1197	0.25503	0	0	0	0	0.68931	0.03216	0	0.0005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4|t__SGB15254	2|1239|186801|186802|216572|459786|1519439|	0	0	0.1855	0.97313	0	0.59036	0	0	0	0	0	0	0	0.03187	0.58202	0.39705	0.01847	0.07729	0	0	0.7713	1.76908	0.87739	0.0007	0.73085	1.03219	0	0	0.17893	1.98487	0.57879	0.31373	0.98437	0.01222	0	0	0.62445	1.09623	0	0	0.24529	0.32848	0.43665	1.02478	0	0	0	0	0.07245	0.17766	0.566	0.89104	0	0	0	1.58676	0	0.46116	0	0	0	0	0.0008	1.74491	0.67791	0.33731	0.01228	0.90306	0	0.00493	0	0	0	0	0.58297	0.44673	0.35557	1.0046	0	0.14164	0	0	0	0	0.21805	0.41222	0	0.25404	0	0.00353	0	0.88192	5e-05	0.17231	0	0	0	0	0	0	0.43269	1.19806	0	0	0.14118	0.42179	0	0	0.53935	1.47482	0.16219	0.63042	1.76793	0.43741	0.05726	1.00658	0	0.04878	0	0	0	2.01721	1.56449	1.28018	1.42279	0	0.56843	0.62239	0	1.54156	0.13961	0.12562	0	0.93393	0	0.57024	0.36491	0.15584	0	0.56576	0.04234	1.34589	0.81663	0.96647	0.53088	0.91696	0	0	0	0	0.38625	1.38562	0.51186	1.40715	1.79026	0.0147	0	0	0	0	0	0.00084	0.00623	2.30677	0.14525	1.27313	0.60057	1.11873	0.00125	0	0.00031	0	2.09979	0.88135	0.01925	0	0.88706	1.49471	0.1197	0.25503	0	0	0	0	0.68931	0.03216	0	0.0005
